lyrics,label,cleaned_lyrics,preprocessed_lyrics
i i used to fly didnt matter where id been cause id seen the sky i wanna tell you why but somehow i know i would break down and cry i know you cant see me here but i am not alone im lying here in invisible arms and i wont be alone tonight you you know i would die before i let them see me see me cry please dont leave tonight oh let me down slowly show me a light i know you cant see me here but i am not alone im lying here in invisible arms and i wont be alone tonight oh let me think im strong please dont bring me down i need you tonight i know you cant see me here but i am not alone im lying here in invisible arms and i wont be alone tonight i i used to fly didnt matter where id been cause id seen the sky,swift,i i used to fly didnt matter where id been cause id seen the sky i wanna tell you why but somehow i know i would break down and cry i know you cant see me here but i am not alone im lying here in invisible arms and i wont be alone tonight you you know i would die before i let them see me see me cry please dont leave tonight oh let me down slowly show me a light i know you cant see me here but i am not alone im lying here in invisible arms and i wont be alone tonight oh let me think im strong please dont bring me down i need you tonight i know you cant see me here but i am not alone im lying here in invisible arms and i wont be alone tonight i i used to fly didnt matter where id been cause id seen the sky,use fly didnt matter id cause id see sky wan na tell somehow know would break cry know cant see alone im lie invisible arm wont alone tonight know would die let see see cry please dont leave tonight oh let slowly show light know cant see alone im lie invisible arm wont alone tonight oh let think im strong please dont bring need tonight know cant see alone im lie invisible arm wont alone tonight use fly didnt matter id cause id see sky
throwing pennies at the fountain when youre standing on a mountain its kinda hard to aim but like the trees we cut our names in there must be an explanation guess it didnt given off rain i need reasons why youre leaving chorus well i guess i wished on a plane i thought was a star i guess what you wrote on a paper wasnt really from your heart couldve sworn you said you loved me i guess heard you wrong and i guess i wished on a plane and i thought was a star diving off into the deep end honestly believe youd be there when i jumped in is aint your territory we had the perfect love story except ending nothing comes true when it comes to you chorus well i guess i wished on a plane i thought was a star i guess what you wrote on a paper wasnt really from your heart couldve sworn you said you loved me i guess heard you wrong and i guess i wished on a plane and i thought it was a star and i was too cloudy its not my fault i just couldnt see chorus well i guess i wished on a plane i thought it was a star i guess what you wrote on a paper wasnt really in your heart couldve sworn you said you loved me i guess heard you wrong and i guess i wished on a plane and i thought it was a star throwing pennies at the fountain when youre standing on a mountain its kinda hard to aim,swift,throwing pennies at the fountain when youre standing on a mountain its kinda hard to aim but like the trees we cut our names in there must be an explanation guess it didnt given off rain i need reasons why youre leaving chorus well i guess i wished on a plane i thought was a star i guess what you wrote on a paper wasnt really from your heart couldve sworn you said you loved me i guess heard you wrong and i guess i wished on a plane and i thought was a star diving off into the deep end honestly believe youd be there when i jumped in is aint your territory we had the perfect love story except ending nothing comes true when it comes to you chorus well i guess i wished on a plane i thought was a star i guess what you wrote on a paper wasnt really from your heart couldve sworn you said you loved me i guess heard you wrong and i guess i wished on a plane and i thought it was a star and i was too cloudy its not my fault i just couldnt see chorus well i guess i wished on a plane i thought it was a star i guess what you wrote on a paper wasnt really in your heart couldve sworn you said you loved me i guess heard you wrong and i guess i wished on a plane and i thought it was a star throwing pennies at the fountain when youre standing on a mountain its kinda hard to aim,throw penny fountain youre stand mountain kinda hard aim like tree cut names must explanation guess didnt give rain need reason youre leave chorus well guess wish plane think star guess write paper wasnt really heart couldve swear say loved guess heard wrong guess wish plane thought star dive deep end honestly believe youd jump aint territory perfect love story except end nothing come true come chorus well guess wish plane thought star guess write paper wasnt really heart couldve swear say loved guess heard wrong guess wish plane thought star cloudy fault couldnt see chorus well guess wish plane think star guess write paper wasnt really heart couldve swear say loved guess heard wrong guess wish plane thought star throw penny fountain youre stand mountain kinda hard aim
i dont think that passenger seat has ever looked this good to me he tells me about his night and i count the colors in his eyes hell never fall in love he swears as he runs his fingers through his hair im laughing cause i hope hes wrong and i dont think it ever crossed his mind he tells a joke i fake a smile but i know all his favorite songs and chorus i could tell you his favorite colors green he loves to argue born on the seventeenth his sisters beautiful he has his fathers eyes and if you asked me if i love him id lie he looks around the room innocently overlooks the truth shouldnt a light go on doesnt he know that ive had him memorized for so long he sees everything black and white never let nobody see him cry i dont let nobody see me wishing he was mine chorus he stands there then walks away my god if i could only say im holding every breath for you hed never tell you but he can play guitar i think he can see through everything but my heart first thought when i wake up is my god hes beautiful so i put on my makeup and pray for a miracle yes i could tell you his favorite colors green he loves to argue oh and it kills me his sisters beautiful he has his fathers eyes and if you asked me if i love him if you asked me if i love him id lie,swift,i dont think that passenger seat has ever looked this good to me he tells me about his night and i count the colors in his eyes hell never fall in love he swears as he runs his fingers through his hair im laughing cause i hope hes wrong and i dont think it ever crossed his mind he tells a joke i fake a smile but i know all his favorite songs and chorus i could tell you his favorite colors green he loves to argue born on the seventeenth his sisters beautiful he has his fathers eyes and if you asked me if i love him id lie he looks around the room innocently overlooks the truth shouldnt a light go on doesnt he know that ive had him memorized for so long he sees everything black and white never let nobody see him cry i dont let nobody see me wishing he was mine chorus he stands there then walks away my god if i could only say im holding every breath for you hed never tell you but he can play guitar i think he can see through everything but my heart first thought when i wake up is my god hes beautiful so i put on my makeup and pray for a miracle yes i could tell you his favorite colors green he loves to argue oh and it kills me his sisters beautiful he has his fathers eyes and if you asked me if i love him if you asked me if i love him id lie,dont think passenger seat ever look good tell night count color eye hell never fall love swears run finger hair im laugh cause hope he wrong dont think ever cross mind tell joke fake smile know favorite song chorus could tell favorite color green love argue bear seventeenth sister beautiful father eye ask love id lie look around room innocently overlook truth shouldnt light go doesnt know ive memorize long see everything black white never let nobody see cry dont let nobody see wish mine chorus stand walk away god could say im hold every breath hed never tell play guitar think see everything heart first think wake god he beautiful put makeup pray miracle yes could tell favorite color green love argue oh kill sister beautiful father eye ask love ask love id lie
she didnt have a reason to go oh no she didnt have a reason to stay either way she didnt tell anyone about her first ray of sun she looked at her keys and found a reason to run and time stands still when youre nowhere bound but i understand it somehow if i could drive all night would i find my peace of mind would it be a million miles of cold white lies and unfamiliar exit signs i just drive on by just south of knowing why i didnt really know her that well but i could tell that her smile was only something to hide behind she felt so out of touch cos she just felt too much if you dont know what you want nothings ever enough and time stands still when youre nowhere bound thats where im headed right now if i could drive all night would i find my peace of mind would it be a million miles of cold white lies and unfamiliar exit signs i just drive on by just south of knowing why i dont have a plan i dont have a map i dont even know if im ever going back i dont have a when and i dont have a where i dont even know if ill know when im there but if i could drive all night would i find my peace of mind would it be a million miles of cold white lies and unfamiliar exit signs i just drive on by i just drive on by drive on drive on drive all night if i drive on drive on drive on drive all night just south of knowing why,swift,she didnt have a reason to go oh no she didnt have a reason to stay either way she didnt tell anyone about her first ray of sun she looked at her keys and found a reason to run and time stands still when youre nowhere bound but i understand it somehow if i could drive all night would i find my peace of mind would it be a million miles of cold white lies and unfamiliar exit signs i just drive on by just south of knowing why i didnt really know her that well but i could tell that her smile was only something to hide behind she felt so out of touch cos she just felt too much if you dont know what you want nothings ever enough and time stands still when youre nowhere bound thats where im headed right now if i could drive all night would i find my peace of mind would it be a million miles of cold white lies and unfamiliar exit signs i just drive on by just south of knowing why i dont have a plan i dont have a map i dont even know if im ever going back i dont have a when and i dont have a where i dont even know if ill know when im there but if i could drive all night would i find my peace of mind would it be a million miles of cold white lies and unfamiliar exit signs i just drive on by i just drive on by drive on drive on drive all night if i drive on drive on drive on drive all night just south of knowing why,didnt reason go oh didnt reason stay either way didnt tell anyone first ray sun look key find reason run time stand still youre nowhere bind understand somehow could drive night would find peace mind would million mile cold white lie unfamiliar exit sign drive south know didnt really know well could tell smile something hide behind felt touch co felt much dont know want nothing ever enough time stand still youre nowhere bind thats im head right could drive night would find peace mind would million mile cold white lie unfamiliar exit sign drive south know dont plan dont map dont even know im ever go back dont dont dont even know ill know im could drive night would find peace mind would million mile cold white lie unfamiliar exit sign drive drive drive drive drive night drive drive drive drive night south know
i got a lying smile i never put out for you cause i guess i never felt like i really needed to and they say little girls have big dreams and nothing in the world was gonna come between me and you and it was a long time coming i waited half my life just to find someone like you i spent a long time finding out love hangs around after you walk out not knowing itd be a long time going they say its better to have lost than never to have loved at all and i say whoever said that didnt have too far to fall and they say little girls are so naive that wasnt how it was supposed to be with me and you and it was a long time coming i waited half my life just to find someone like you i spend a long time finding out love hangs around after you walk out not knowing it will be a long time going ive burned my bridges had sleepless nights washed my sins on the neon lights and im still not over you and it was a long time coming i waited half my life just to find someone like you i spend a long time finding out love hangs around after you walk out not knowing it will be a long time going a long time going and it will be a long time long time going ohoh ohoh oh it will be a long time long time going going ohoh ohoh oh,swift,i got a lying smile i never put out for you cause i guess i never felt like i really needed to and they say little girls have big dreams and nothing in the world was gonna come between me and you and it was a long time coming i waited half my life just to find someone like you i spent a long time finding out love hangs around after you walk out not knowing itd be a long time going they say its better to have lost than never to have loved at all and i say whoever said that didnt have too far to fall and they say little girls are so naive that wasnt how it was supposed to be with me and you and it was a long time coming i waited half my life just to find someone like you i spend a long time finding out love hangs around after you walk out not knowing it will be a long time going ive burned my bridges had sleepless nights washed my sins on the neon lights and im still not over you and it was a long time coming i waited half my life just to find someone like you i spend a long time finding out love hangs around after you walk out not knowing it will be a long time going a long time going and it will be a long time long time going ohoh ohoh oh it will be a long time long time going going ohoh ohoh oh,get lie smile never put cause guess never felt like really need say little girl big dream nothing world gon na come long time come wait half life find someone like spent long time find love hang around walk know itd long time go say good lose never love say whoever say didnt far fall say little girl naive wasnt suppose long time come wait half life find someone like spend long time find love hang around walk know long time go ive burn bridge sleepless night wash sin neon light im still long time come wait half life find someone like spend long time find love hang around walk know long time go long time go long time long time go ohoh ohoh oh long time long time go go ohoh ohoh oh
come on gather round im gonna tell you how the fire went out sorry for the inconvenience i didnt mean to let you down we were supposed to be forever but its too bad you didnt see that to me you were the perfect view of misery i never talked about the tears i cried all the sleepless nights or the endless fights i never talked about the days he called there was something wrong it was all my fault i had it all what a shame what a fall now but in case you havent heard the news there wasnt much love to lose lets talk about that golden boy that i met on a winter night how was i supposed to know that he was just as cold inside he smiled and i smiled well the cameras in your mind and i lied i swore that everything was fine i never talked about the tears i cried all the sleepless nights or the endless fights i never talked about the nights he called there was something wrong it was all my fault i had it all what a shame what a fall now but in case you havent heard the news there wasnt much love to lose i know you wanna talk about me how i gave up on love so foolishly but keep in mind i never talked about the tears i cried all the sleepless nights or the endless fights i never talked about the nights he called there was something wrong it was all my fault i had it all what a shame what a fall now but in case you havent heard the news there wasnt much love to lose come on gather round im gonna tell you how the fire went out,swift,come on gather round im gonna tell you how the fire went out sorry for the inconvenience i didnt mean to let you down we were supposed to be forever but its too bad you didnt see that to me you were the perfect view of misery i never talked about the tears i cried all the sleepless nights or the endless fights i never talked about the days he called there was something wrong it was all my fault i had it all what a shame what a fall now but in case you havent heard the news there wasnt much love to lose lets talk about that golden boy that i met on a winter night how was i supposed to know that he was just as cold inside he smiled and i smiled well the cameras in your mind and i lied i swore that everything was fine i never talked about the tears i cried all the sleepless nights or the endless fights i never talked about the nights he called there was something wrong it was all my fault i had it all what a shame what a fall now but in case you havent heard the news there wasnt much love to lose i know you wanna talk about me how i gave up on love so foolishly but keep in mind i never talked about the tears i cried all the sleepless nights or the endless fights i never talked about the nights he called there was something wrong it was all my fault i had it all what a shame what a fall now but in case you havent heard the news there wasnt much love to lose come on gather round im gonna tell you how the fire went out,come gather round im gon na tell fire go sorry inconvenience didnt mean let suppose forever bad didnt see perfect view misery never talk tear cry sleepless night endless fight never talk day call something wrong fault shame fall case havent hear news wasnt much love lose let talk golden boy meet winter night suppose know cold inside smile smile well camera mind lie swore everything fine never talk tear cry sleepless night endless fight never talk night call something wrong fault shame fall case havent hear news wasnt much love lose know wan na talk give love foolishly keep mind never talk tear cry sleepless night endless fight never talk night call something wrong fault shame fall case havent hear news wasnt much love lose come gather round im gon na tell fire go
theres a little girl in this little town with a little too much heart to go around live forever never say never you could do better thats what she says mama named her lucky on a starlit night a rabbit foot in her pocket she dances in spite of the fact that shes different and yet shes the same and she says lucky you lucky you she sings her little song she walks along a little pathway headed for the skies left to travels lives they unravel mind over matter thats what she says mama named her lucky on a starlit night a rabbit foot in her pocket she dances in spite of the fact that shes different and yet shes the same and she says lucky you lucky you lucky you maybe shell sing you do do do do maybe shell bring you into the skies honey shell love you funny how some view angels above you aint so far away mama named her lucky on a starlit night a rabbit foot in her pocket she dances in spite of the fact that shes different and yet shes the same and she says lucky you lucky you,swift,theres a little girl in this little town with a little too much heart to go around live forever never say never you could do better thats what she says mama named her lucky on a starlit night a rabbit foot in her pocket she dances in spite of the fact that shes different and yet shes the same and she says lucky you lucky you she sings her little song she walks along a little pathway headed for the skies left to travels lives they unravel mind over matter thats what she says mama named her lucky on a starlit night a rabbit foot in her pocket she dances in spite of the fact that shes different and yet shes the same and she says lucky you lucky you lucky you maybe shell sing you do do do do maybe shell bring you into the skies honey shell love you funny how some view angels above you aint so far away mama named her lucky on a starlit night a rabbit foot in her pocket she dances in spite of the fact that shes different and yet shes the same and she says lucky you lucky you,there little girl little town little much heart go around live forever never say never could better thats say mama name lucky starlit night rabbit foot pocket dance spite fact shes different yet shes say lucky lucky sings little song walk along little pathway head sky leave travels life unravel mind matter thats say mama name lucky starlit night rabbit foot pocket dance spite fact shes different yet shes say lucky lucky lucky maybe shell sing maybe shell bring sky honey shell love funny view angel aint far away mama name lucky starlit night rabbit foot pocket dance spite fact shes different yet shes say lucky lucky
your feet under the table i love it when theyre touching mine your hands make the crisps at the cradle to tell me everything is fine all i see is you looking at me do you know when you go you make the sweetest sight at the window if you had never come out of the blue i would have stayed up and made up you you smile just like a picture it doesnt even need a frame sometimes i wait to answer just to hear you say my name and all i want is just what ive got do you know when you go you make the sweetest sight at the window if you had never come out of the blue i would have stayed up and made up you id never let you go even if i could cause i never couldve dreamed you up this good oh oh do you know when you go you make the sweetest sight at the window if you had never come out of the blue i would have stayed up and made up you made up you oh oh made up you,swift,your feet under the table i love it when theyre touching mine your hands make the crisps at the cradle to tell me everything is fine all i see is you looking at me do you know when you go you make the sweetest sight at the window if you had never come out of the blue i would have stayed up and made up you you smile just like a picture it doesnt even need a frame sometimes i wait to answer just to hear you say my name and all i want is just what ive got do you know when you go you make the sweetest sight at the window if you had never come out of the blue i would have stayed up and made up you id never let you go even if i could cause i never couldve dreamed you up this good oh oh do you know when you go you make the sweetest sight at the window if you had never come out of the blue i would have stayed up and made up you made up you oh oh made up you,foot table love theyre touch mine hand make crisps cradle tell everything fine see look know go make sweetest sight window never come blue would stay make smile like picture doesnt even need frame sometimes wait answer hear say name want ive get know go make sweetest sight window never come blue would stay make id never let go even could cause never couldve dream good oh oh know go make sweetest sight window never come blue would stay make make oh oh make
hes got a nice little life hes gonna live it but on friday nights he plays that mandolin painted red and he said its not the best i know but its mine im gonna make it mine people there cant help but care about the friendly music of a guy whos getting by from their applause hes got a song that moves along hes got his local crowd tonight at angelinas family bar and grill hes got his heart on his sleeve the songs he plays just living free but who knows what goes through his mind when he plays a song it brings along everybody saying whos that guy who plays the mandolin mandolin oh yeah mandolin got a car got a scar like everyone hes got a few but everybody loves that mandolin got his problems bills to pay somehow that boy finds a way through paychecks in tip jars yeah hes got his heart on his sleeve the songs he plays just living free but who knows what goes through his mind when he plays a song it brings along everybody saying whos that guy who plays the mandolin mandolin oh yeah mandolin oh hes the kind of guy who never really wanted fame his feet are planted firmly on the ground he never wanted people to remember his name he never wanted word to get around that he found heaven on earth hes got his heart on his sleeve the songs he plays just living free but who knows what goes through his mind when he plays a song it brings along everybody saying whos that guy who plays the mandolin oh im the guy who plays the mandolin mandolin oh mandolin,swift,hes got a nice little life hes gonna live it but on friday nights he plays that mandolin painted red and he said its not the best i know but its mine im gonna make it mine people there cant help but care about the friendly music of a guy whos getting by from their applause hes got a song that moves along hes got his local crowd tonight at angelinas family bar and grill hes got his heart on his sleeve the songs he plays just living free but who knows what goes through his mind when he plays a song it brings along everybody saying whos that guy who plays the mandolin mandolin oh yeah mandolin got a car got a scar like everyone hes got a few but everybody loves that mandolin got his problems bills to pay somehow that boy finds a way through paychecks in tip jars yeah hes got his heart on his sleeve the songs he plays just living free but who knows what goes through his mind when he plays a song it brings along everybody saying whos that guy who plays the mandolin mandolin oh yeah mandolin oh hes the kind of guy who never really wanted fame his feet are planted firmly on the ground he never wanted people to remember his name he never wanted word to get around that he found heaven on earth hes got his heart on his sleeve the songs he plays just living free but who knows what goes through his mind when he plays a song it brings along everybody saying whos that guy who plays the mandolin oh im the guy who plays the mandolin mandolin oh mandolin,he get nice little life he gon na live friday night play mandolin paint red say best know mine im gon na make mine people cant help care friendly music guy who get applause he get song move along he get local crowd tonight angelinas family bar grill he get heart sleeve song play live free know go mind play song brings along everybody say whos guy play mandolin mandolin oh yeah mandolin get car get scar like everyone he get everybody love mandolin get problem bill pay somehow boy find way paycheck tip jar yeah he get heart sleeve song play live free know go mind play song brings along everybody say whos guy play mandolin mandolin oh yeah mandolin oh he kind guy never really wanted fame foot plant firmly grind never want people remember name never want word get around found heaven earth he get heart sleeve song play live free know go mind play song brings along everybody say whos guy play mandolin oh im guy play mandolin mandolin oh mandolin
me and britney used to sit on the front porch drinking lemonade talking about things no one else was ever supposed to hear in the summer shade she said she was gonna be a movie star and i said she was crazy catching dreams and fireflies in a jar just me and britney oh oh we were babies we were beautiful and free oh oh there was nothing that was out of reach for me and britney she never made it to hollywood but she made it to memphis and this little old town just hasnt been the same since that boy she went ran off with well i thought he was crazy maybe i was just jealous that hed come between me and britney oh oh she was in love she was beautiful and free oh oh she was always so much braver than me when the phone rang in the middle of the night before she said a word i knew it was her she said im sorry for waking you up but i didnt know who else to call or where else to go me and britney sat down on the front porch talking about love and how it changes things changes people and it changes names and everything but me and britney oh oh were not as young but were still beautiful and free oh oh even when were old were still gonna be me and britney sitting on the front porch drinking lemonade talking about things no one else was ever gonna hear in the summer shade,swift,me and britney used to sit on the front porch drinking lemonade talking about things no one else was ever supposed to hear in the summer shade she said she was gonna be a movie star and i said she was crazy catching dreams and fireflies in a jar just me and britney oh oh we were babies we were beautiful and free oh oh there was nothing that was out of reach for me and britney she never made it to hollywood but she made it to memphis and this little old town just hasnt been the same since that boy she went ran off with well i thought he was crazy maybe i was just jealous that hed come between me and britney oh oh she was in love she was beautiful and free oh oh she was always so much braver than me when the phone rang in the middle of the night before she said a word i knew it was her she said im sorry for waking you up but i didnt know who else to call or where else to go me and britney sat down on the front porch talking about love and how it changes things changes people and it changes names and everything but me and britney oh oh were not as young but were still beautiful and free oh oh even when were old were still gonna be me and britney sitting on the front porch drinking lemonade talking about things no one else was ever gonna hear in the summer shade,britney use sit front porch drink lemonade talk thing one else ever suppose hear summer shade say gon na movie star say crazy catch dreams firefly jar britney oh oh baby beautiful free oh oh nothing reach britney never make hollywood make memphis little old town hasnt since boy go ran well think crazy maybe jealous hed come britney oh oh love beautiful free oh oh always much braver phone rang middle night say word knew say im sorry wake didnt know else call else go britney sat front porch talk love change thing change people change names everything britney oh oh young still beautiful free oh oh even old still gon na britney sit front porch drink lemonade talk thing one else ever gon na hear summer shade
i like glitter and sparkly dresses but im not gonna talk about that in my monologue i like baking and things that smell like winter but im not gonna talk about that in my monologue la la la la la la i like writing songs about douche bags who cheat on me but im not gonna say that in my monologue i like writing their names into songs so theyre ashamed to go in public but im not gonna say that in my monologue la la la la la la la this is my musical monologue you might think id bring up joe the guy who broke up with me on the phone but im not gonna mention him in my monologue hey joe im doing real well tonight im hosting snl but im not gonna brag about that in my monologue la la la ha ha ha ha ha ha ha ha ha la la la and if youre wondering if i might be dating the werewolf from twilight hi taylor im not gonna comment on that in my monologue la la la la la la la this is my musical monologue you might be expecting me to say something bad about kanye and how he ran up on the stage and ruined my vma monologue but theres nothing more to say cause everythings okay ive got security lining this stage this is my snl monologue la la la la la la la this is my snl monologue la la la la la la la that was my snl monologue,swift,i like glitter and sparkly dresses but im not gonna talk about that in my monologue i like baking and things that smell like winter but im not gonna talk about that in my monologue la la la la la la i like writing songs about douche bags who cheat on me but im not gonna say that in my monologue i like writing their names into songs so theyre ashamed to go in public but im not gonna say that in my monologue la la la la la la la this is my musical monologue you might think id bring up joe the guy who broke up with me on the phone but im not gonna mention him in my monologue hey joe im doing real well tonight im hosting snl but im not gonna brag about that in my monologue la la la ha ha ha ha ha ha ha ha ha la la la and if youre wondering if i might be dating the werewolf from twilight hi taylor im not gonna comment on that in my monologue la la la la la la la this is my musical monologue you might be expecting me to say something bad about kanye and how he ran up on the stage and ruined my vma monologue but theres nothing more to say cause everythings okay ive got security lining this stage this is my snl monologue la la la la la la la this is my snl monologue la la la la la la la that was my snl monologue,like glitter sparkly dress im gon na talk monologue like bake thing smell like winter im gon na talk monologue la la la la la la like write song douche bag cheat im gon na say monologue like write name song theyre ashamed go public im gon na say monologue la la la la la la la musical monologue might think id bring joe guy break phone im gon na mention monologue hey joe im real well tonight im host snl im gon na brag monologue la la la ha ha ha ha ha ha ha ha ha la la la youre wonder might date werewolf twilight hi taylor im gon na comment monologue la la la la la la la musical monologue might expect say something bad kanye run stage ruin vma monologue there nothing say cause everythings okay ive get security lining stage snl monologue la la la la la la la snl monologue la la la la la la la snl monologue
i know weve got a lot to say between now and forever but id be a game if you would play and my dear you get better all throughout the day you smile and walk away all i can think to do is follow you if you leave ill be crawling back for more if you need love ill be standing at your door ill be sick inside if baby youd be my cure wherever you think i am tonight just know were miles from a heartbreak because in the blink of a pretty brown eye ill be right where you are baby sometime along the way you take my breath away distracted by he view i fall right into you and if you ever leave ill be crawling back for more and if you ever need love ill be standing at your door ill be sick inside if baby you would be my cure they say i need to see all the people out there waiting but you take one look at me and i know the mistake id be making cuz if you ever leave ill be crawling back for more and if you ever need love im standing at your door ill be sick inside if baby you be my cure i know weve got a lot to say between now and forever,swift,i know weve got a lot to say between now and forever but id be a game if you would play and my dear you get better all throughout the day you smile and walk away all i can think to do is follow you if you leave ill be crawling back for more if you need love ill be standing at your door ill be sick inside if baby youd be my cure wherever you think i am tonight just know were miles from a heartbreak because in the blink of a pretty brown eye ill be right where you are baby sometime along the way you take my breath away distracted by he view i fall right into you and if you ever leave ill be crawling back for more and if you ever need love ill be standing at your door ill be sick inside if baby you would be my cure they say i need to see all the people out there waiting but you take one look at me and i know the mistake id be making cuz if you ever leave ill be crawling back for more and if you ever need love im standing at your door ill be sick inside if baby you be my cure i know weve got a lot to say between now and forever,know weve got lot say forever id game would play dear get well throughout day smile walk away think follow leave ill crawl back need love ill stand door ill sick inside baby youd cure wherever think tonight know mile heartbreak blink pretty brown eye ill right baby sometime along way take breath away distract view fall right ever leave ill crawl back ever need love ill stand door ill sick inside baby would cure say need see people wait take one look know mistake id make cuz ever leave ill crawl back ever need love im stand door ill sick inside baby cure know weve got lot say forever
something about me didnt fit into your perfect world i bet the bluegrass stained your smile you should use a darker color when you write on the wall i havent read it a thousand times maybe if you saw me for a second you would realize honey i was trying so hard to talk walk think stop anytime you want me to bend all my rules i used to let you choose who you wanted me to be this time im flying free its my turn to be me you liked the face but you had to replace me inside i saw the walls of me go down you can take the girl away from cowboy hats and steel guitars shell still sing the same old songs maybe if you saw me for a second you would realize honey i was trying so hard to talk walk think stop anytime you want me to bend all my rules i used to let you choose who you wanted me to be this time im flying free its my turn to be me turned on that radio hey thats when i realized it wasnt our song it was yours and in conversation baby i was decoration now i deserve a little bit more than to talk walk think stop anytime you want me to bend all my rules i used to let you choose who you wanted me to be this time im flying free its my turn to be me its my turn to be me,swift,something about me didnt fit into your perfect world i bet the bluegrass stained your smile you should use a darker color when you write on the wall i havent read it a thousand times maybe if you saw me for a second you would realize honey i was trying so hard to talk walk think stop anytime you want me to bend all my rules i used to let you choose who you wanted me to be this time im flying free its my turn to be me you liked the face but you had to replace me inside i saw the walls of me go down you can take the girl away from cowboy hats and steel guitars shell still sing the same old songs maybe if you saw me for a second you would realize honey i was trying so hard to talk walk think stop anytime you want me to bend all my rules i used to let you choose who you wanted me to be this time im flying free its my turn to be me turned on that radio hey thats when i realized it wasnt our song it was yours and in conversation baby i was decoration now i deserve a little bit more than to talk walk think stop anytime you want me to bend all my rules i used to let you choose who you wanted me to be this time im flying free its my turn to be me its my turn to be me,something didnt fit perfect world bet bluegrass stain smile use darker color write wall havent read thousand time maybe saw second would realize honey try hard talk walk think stop anytime want bend rule use let choose wanted time im fly free turn like face replace inside saw wall go take girl away cowboy hat steel guitar shell still sing old song maybe saw second would realize honey try hard talk walk think stop anytime want bend rule use let choose wanted time im fly free turn turn radio hey thats realize wasnt song conversation baby decoration deserve little bit talk walk think stop anytime want bend rule use let choose wanted time im fly free turn turn
on a crowded highway through a night alone i was barely breathing i was crawling home well its quite not london or the south of france or an asian island or a second chance going back to nashville thinking bout the whole thing guess you gotta run sometimes maybe im a fast train blowin through a valley watching all my life go by youre a distant memory youre an exit sign i was talking crazy on the drivers side and i know i hurt you but i cant confess was that blood or a wine stain on your wedding dress going back to nashville thinking bout the whole thing guess you gotta run sometimes maybe im a fast train blowing through a mountain watching all my life go by going back to nashville laughing at a bad break whats the use of wondering why maybe im a storm front blowing through a valley tearing up a good july and its safe and warm where nothing ever happens could it be so hard to realign a star or two change a southern night for you going back to nashville thinking bout the whole thing guess you gotta run sometimes maybe im a fast train blowing though a valley tearing up a good july im going back to nashville laughing at a bad break whats the use of wondering why maybe im a storm front blowing through the valley tearing up a good july going back to nashville im going back to nashville going back to naaaaahh going back to nashville whats the use of wondering why,swift,on a crowded highway through a night alone i was barely breathing i was crawling home well its quite not london or the south of france or an asian island or a second chance going back to nashville thinking bout the whole thing guess you gotta run sometimes maybe im a fast train blowin through a valley watching all my life go by youre a distant memory youre an exit sign i was talking crazy on the drivers side and i know i hurt you but i cant confess was that blood or a wine stain on your wedding dress going back to nashville thinking bout the whole thing guess you gotta run sometimes maybe im a fast train blowing through a mountain watching all my life go by going back to nashville laughing at a bad break whats the use of wondering why maybe im a storm front blowing through a valley tearing up a good july and its safe and warm where nothing ever happens could it be so hard to realign a star or two change a southern night for you going back to nashville thinking bout the whole thing guess you gotta run sometimes maybe im a fast train blowing though a valley tearing up a good july im going back to nashville laughing at a bad break whats the use of wondering why maybe im a storm front blowing through the valley tearing up a good july going back to nashville im going back to nashville going back to naaaaahh going back to nashville whats the use of wondering why,crowd highway night alone barely breathe crawl home well quite london south france asian island second chance go back nashville think bout whole thing guess get ta run sometimes maybe im fast train blowin valley watch life go youre distant memory youre exit sign talk crazy driver side know hurt cant confess blood wine stain wedding dress go back nashville think bout whole thing guess get ta run sometimes maybe im fast train blow mountain watch life go go back nashville laugh bad break whats use wonder maybe im storm front blow valley tear good july safe warm nothing ever happen could hard realign star two change southern night go back nashville think bout whole thing guess get ta run sometimes maybe im fast train blow though valley tear good july im go back nashville laugh bad break whats use wonder maybe im storm front blow valley tear good july go back nashville im go back nashville go back naaaaahh go back nashville whats use wonder
